Table S1 Original predicted PPIs ,,,,,,,
interactor A,annotation,interactor B,annotation,taxid,Organism,method,ref
Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:18442135
Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0114""(x-ray crystallography)",pubmed:16554305
Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:16554305
Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:19245203
Unigene8137,glutathione S-transferase [EC:2.5.1.18],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene16524,glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene11613,heat shock 70kDa protein 5,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20430885
Unigene11994,histone acetyltransferase MYST1 [EC:2.3.1.48],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18212056
Unigene16313,lactoylglutathione lyase [EC:4.4.1.5],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene1853,large subunit ribosomal protein L2,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene5442,L-iditol 2-dehydrogenase [EC:1.1.1.14],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene4214,"lysyl-tRNA synthetase, class II [EC:6.1.1.6]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene16245,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene5488,NADPH-ferrihemoprotein reductase [EC:1.6.2.4],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene15506,nitrate reductase (NADH) [EC:1.7.1.1],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene15506,nitrate reductase (NADH) [EC:1.7.1.1],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene8859,peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16487579
Unigene32343,phosphoglucomutase [EC:5.4.2.2],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene14309,phosphomannomutase [EC:5.4.2.8],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene4368,phosphoribosylformylglycinamidine synthase [EC:6.3.5.3],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene6881,"protein kinase, cGMP-dependent [EC:2.7.11.12]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene3106,"protein phosphatase 1, catalytic subunit [EC:3.1.3.16]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18627629
Unigene3106,"protein phosphatase 1, catalytic subunit [EC:3.1.3.16]",Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene16527,pyridoxine biosynthesis protein [EC:4.-.-.-],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene16439,pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene12790,pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene12494,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene12627,RuvB-like protein 1 (pontin 52),Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18268103
Unigene11422,RuvB-like protein 2 [EC:3.6.1.-],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18268103
Unigene1705,small subunit ribosomal protein S12e,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19325107
Unigene8742,threonyl-tRNA synthetase [EC:6.1.1.3],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene11754,transitional endoplasmic reticulum ATPase,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene4353,translation initiation factor eIF-2B beta subunit,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0018""(two hybrid)",pubmed:18719252
Unigene17049,translation initiation factor eIF-5A,Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene3888,U2 small nuclear ribonucleoprotein A',Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene16678,V-type H+-transporting ATPase subunit B [EC:3.6.3.14],Unigene9067,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21623372
Unigene11909,--,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene23704,--,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene4233,--,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene4233,--,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene11774,26S proteasome regulatory subunit N1,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene11569,26S proteasome regulatory subunit T5,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene574,arginase [EC:3.5.3.1],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene4302,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene709,cytochrome-b5 reductase [EC:1.6.2.2],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene11630,DNA-directed RNA polymerase II subunit B [EC:2.7.7.6],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene7492,glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene8137,glutathione S-transferase [EC:2.5.1.18],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene15844,glycine hydroxymethyltransferase [EC:2.1.2.1],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene4401,histone H3,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene2017,large subunit ribosomal protein L40e,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene8112,proliferating cell nuclear antigen,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21474074
Unigene16858,prolyl-tRNA synthetase [EC:6.1.1.15],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene11422,RuvB-like protein 2 [EC:3.6.1.-],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene501,serine palmitoyltransferase [EC:2.3.1.50],Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene17242,small ubiquitin-related modifier,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15292183
Unigene17242,small ubiquitin-related modifier,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15326169
Unigene13123,T-complex protein 1 subunit zeta,Unigene14122,glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8297,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene5141,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene4664,aconitate hydratase 1 [EC:4.2.1.3],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene12282,aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene12705,"ATP-binding cassette, subfamily C (CFTR/MRP), member 2",Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene9404,DnaJ homolog subfamily A member 2,Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene11416,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [EC:2.7.12.1],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:22282571
Unigene18499,histone H2A,Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene4935,peroxin-12,Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene18252,pre-mRNA-processing factor 19 [EC:6.3.2.19],Unigene16280,glucose inhibited division protein A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:20093466
Unigene16115,26S proteasome regulatory subunit N11,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene7823,chorismate mutase [EC:5.4.99.5],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16941010
Unigene16276,chorismate synthase [EC:4.2.3.5],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16941010
Unigene12160,far upstream element-binding protein,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18805955
Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20608171
Unigene26714,molecular chaperone HtpG,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:22140548
Unigene6042,prefoldin subunit 4,Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene4667,protein disulfide-isomerase A1 [EC:5.3.4.1],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19233841
Unigene12522,"Rab family, other",Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene5094,ribulose-phosphate 3-epimerase [EC:5.1.3.1],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:17284612
Unigene5094,ribulose-phosphate 3-epimerase [EC:5.1.3.1],Unigene16650,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:16941010
